shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name,season
19,Centre-Forward,Jay Rodríguez,1989-07-29,29,England,West Brom,Championship,18/19
16,Centre-Forward,Dwight Gayle,1990-10-20,28,England,West Brom,Championship,18/19
23,Goalkeeper,Darren Randolph,1987-05-12,31,Ireland,Middlesbrough,Championship,18/19
31,Goalkeeper,Andy Lonergan,1983-10-19,35,England,Middlesbrough,Championship,18/19
1,Goalkeeper,Dimitrios Konstantopoulos,1978-11-29,40,Greece,Middlesbrough,Championship,18/19
24,Centre-Back,Aden Flint,1989-07-11,29,England,Middlesbrough,Championship,18/19
4,Centre-Back,Daniel Ayala,1990-11-07,28,Spain,Middlesbrough,Championship,18/19
20,Centre-Back,Dael Fry,1997-08-30,21,England,Middlesbrough,Championship,18/19
6,Centre-Back,Danny Batth,1990-09-21,28,England,Middlesbrough,Championship,18/19
3,Left-Back,George Friend,1987-10-19,31,England,Middlesbrough,Championship,18/19
14,Left-Back,Sam McQueen,1995-02-06,23,England,Middlesbrough,Championship,18/19
5,Right-Back,Ryan Shotton,1988-09-30,30,England,Middlesbrough,Championship,18/19
17,Defensive Midfield,Paddy McNair,1995-04-27,23,Northern Ireland,Middlesbrough,Championship,18/19
8,Defensive Midfield,Adam Clayton,1989-01-14,29,England,Middlesbrough,Championship,18/19
26,Defensive Midfield,Lewis Wing,1995-05-23,23,England,Middlesbrough,Championship,18/19
NA,Central Midfield,George Saville,1993-06-01,25,Northern Ireland,Middlesbrough,Championship,18/19
16,Central Midfield,Jonathan Howson,1988-05-21,30,England,Middlesbrough,Championship,18/19
37,Central Midfield,Muhamed Besic,1992-09-10,26,Bosnia-Herzegovina,Middlesbrough,Championship,18/19
7,Central Midfield,Grant Leadbitter,1986-01-07,32,England,Middlesbrough,Championship,18/19
19,Left Midfield,Stewart Downing,1984-07-22,34,England,Middlesbrough,Championship,18/19
28,Left Midfield,Marcus Tavernier,1999-03-22,19,England,Middlesbrough,Championship,18/19
NA,Left Winger,Rajiv van La Parra,1991-06-04,27,Netherlands,Middlesbrough,Championship,18/19
9,Centre-Forward,Britt Assombalonga,1992-12-06,26,DR Congo,Middlesbrough,Championship,18/19
11,Centre-Forward,Jordan Hugill,1992-06-04,26,England,Middlesbrough,Championship,18/19
39,Centre-Forward,Rudy Gestede,1988-10-10,30,Benin,Middlesbrough,Championship,18/19
18,Centre-Forward,Ashley Fletcher,1995-10-02,23,England,Middlesbrough,Championship,18/19
1,Goalkeeper,Costel Pantilimon,1987-02-01,31,Romania,Nottm Forest,Championship,18/19
NA,Goalkeeper,Stephen Henderson,1988-05-02,30,Ireland,Nottm Forest,Championship,18/19
12,Goalkeeper,Jordan Smith,1994-12-08,24,England,Nottm Forest,Championship,18/19
15,Goalkeeper,Luke Steele,1984-09-24,34,England,Nottm Forest,Championship,18/19
3,Centre-Back,Tobias Figueiredo,1994-02-02,24,Portugal,Nottm Forest,Championship,18/19
20,Centre-Back,Michael Dawson,1983-11-18,35,England,Nottm Forest,Championship,18/19
44,Centre-Back,Michael Hefele,1990-09-01,28,Germany,Nottm Forest,Championship,18/19
4,Left-Back,Danny Fox,1986-05-29,32,Scotland,Nottm Forest,Championship,18/19
18,Left-Back,Jack Robinson,1993-09-01,25,England,Nottm Forest,Championship,18/19
29,Left-Back,Juan Rafael Fuentes,1990-01-05,28,Spain,Nottm Forest,Championship,18/19
25,Right-Back,Sam Byram,1993-09-16,25,England,Nottm Forest,Championship,18/19
21,Right-Back,Saidy Janko,1995-10-22,23,Switzerland,Nottm Forest,Championship,18/19
27,Right-Back,Tendayi Darikwa,1991-12-13,27,Zimbabwe,Nottm Forest,Championship,18/19
24,Defensive Midfield,Claudio Yacob,1987-07-18,31,Argentina,Nottm Forest,Championship,18/19
6,Defensive Midfield,Jack Colback,1989-10-24,29,England,Nottm Forest,Championship,18/19
26,Defensive Midfield,Liam Bridcutt,1989-05-08,29,Scotland,Nottm Forest,Championship,18/19
5,Central Midfield,Adlène Guédioura,1985-11-12,33,Algeria,Nottm Forest,Championship,18/19
8,Central Midfield,Ben Watson,1985-07-09,33,England,Nottm Forest,Championship,18/19
14,Right Midfield,Matty Cash,1997-08-07,21,England,Nottm Forest,Championship,18/19
11,Left Midfield,Ben Osborn,1994-08-05,24,England,Nottm Forest,Championship,18/19
10,Attacking Midfield,João Carvalho,1997-03-09,21,Portugal,Nottm Forest,Championship,18/19
19,Left Winger,Diogo Gonçalves,1997-02-06,21,Portugal,Nottm Forest,Championship,18/19
NA,Left Winger,Jamie Ward,1986-05-12,32,Northern Ireland,Nottm Forest,Championship,18/19
2,Right Winger,El Arbi Hillel Soudani,1987-11-25,31,Algeria,Nottm Forest,Championship,18/19
31,Right Winger,Gil Dias,1996-09-28,22,Portugal,Nottm Forest,Championship,18/19
23,Right Winger,Joe Lolley,1992-08-25,26,England,Nottm Forest,Championship,18/19
38,Right Winger,Gboly Ariyibi,1995-01-18,23,United States,Nottm Forest,Championship,18/19
43,Right Winger,Arvin Appiah,2001-01-01,18,England,Nottm Forest,Championship,18/19
NA,Second Striker,Zach Clough,1995-03-08,23,England,Nottm Forest,Championship,18/19
NA,Centre-Forward,Ben Brereton,1999-04-18,19,England,Nottm Forest,Championship,18/19
7,Centre-Forward,Lewis Grabban,1988-01-12,30,Jamaica,Nottm Forest,Championship,18/19
37,Centre-Forward,Karim Ansarifard,1990-04-03,28,Iran,Nottm Forest,Championship,18/19
9,Centre-Forward,Daryl Murphy,1983-03-15,35,Ireland,Nottm Forest,Championship,18/19
25,Goalkeeper,Erwin Mulder,1989-03-03,29,Netherlands,Swansea,Championship,18/19
1,Goalkeeper,Kristoffer Nordfeldt,1989-06-23,29,Sweden,Swansea,Championship,18/19
13,Goalkeeper,Steven Benda,1998-10-01,20,Germany,Swansea,Championship,18/19
5,Centre-Back,Mike van der Hoorn,1992-10-15,26,Netherlands,Swansea,Championship,18/19
17,Centre-Back,Cameron Carter-Vickers,1997-12-31,21,United States,Swansea,Championship,18/19
22,Centre-Back,Joe Rodon,1997-10-22,21,Wales,Swansea,Championship,18/19
3,Left-Back,Martin Olsson,1988-05-17,30,Sweden,Swansea,Championship,18/19
24,Left-Back,Declan John,1995-06-30,23,Wales,Swansea,Championship,18/19
26,Right-Back,Kyle Naughton,1988-11-11,30,England,Swansea,Championship,18/19
23,Right-Back,Connor Roberts,1995-09-23,23,Wales,Swansea,Championship,18/19
8,Central Midfield,Leroy Fer,1990-01-05,28,Netherlands,Swansea,Championship,18/19
14,Central Midfield,Tom Carroll,1992-05-28,26,England,Swansea,Championship,18/19
21,Central Midfield,Matt Grimes,1995-07-15,23,England,Swansea,Championship,18/19
27,Central Midfield,Jay Fulton,1994-04-04,24,Scotland,Swansea,Championship,18/19
NA,Central Midfield,Adam King,1995-10-11,23,Scotland,Swansea,Championship,18/19
30,Left Midfield,Yan Dhanda,1998-12-14,20,England,Swansea,Championship,18/19
10,Attacking Midfield,Bersant Celina,1996-09-09,22,Kosovo,Swansea,Championship,18/19
7,Left Winger,Jefferson Montero,1989-09-01,29,Ecuador,Swansea,Championship,18/19
15,Left Winger,Wayne Routledge,1985-01-07,33,England,Swansea,Championship,18/19
19,Left Winger,Barrie McKay,1994-12-31,24,Scotland,Swansea,Championship,18/19
20,Left Winger,Daniel James,1997-11-10,21,Wales,Swansea,Championship,18/19
11,Right Winger,Luciano Narsingh,1990-09-13,28,Netherlands,Swansea,Championship,18/19
12,Right Winger,Nathan Dyer,1987-11-29,31,England,Swansea,Championship,18/19
2,Centre-Forward,Wilfried Bony,1988-12-10,30,Cote d'Ivoire,Swansea,Championship,18/19
9,Centre-Forward,Oliver McBurnie,1996-06-04,22,Scotland,Swansea,Championship,18/19
16,Centre-Forward,Joel Asoro,1999-04-27,19,Sweden,Swansea,Championship,18/19
1,Goalkeeper,Scott Carson,1985-09-03,33,England,Derby,Championship,18/19
35,Goalkeeper,Jonathan Mitchell,1994-11-24,24,England,Derby,Championship,18/19
21,Goalkeeper,Kelle Roos,1992-05-31,26,Netherlands,Derby,Championship,18/19
5,Centre-Back,Fikayo Tomori,1997-12-19,21,England,Derby,Championship,18/19
6,Centre-Back,Richard Keogh,1986-08-11,32,Ireland,Derby,Championship,18/19
33,Centre-Back,Curtis Davies,1985-03-15,33,England,Derby,Championship,18/19
16,Centre-Back,Alex Pearce,1988-11-09,30,Ireland,Derby,Championship,18/19
46,Left-Back,Scott Malone,1991-03-25,27,England,Derby,Championship,18/19
3,Left-Back,Craig Forsyth,1989-02-24,29,Scotland,Derby,Championship,18/19
29,Left-Back,Marcus Olsson,1988-05-17,30,Sweden,Derby,Championship,18/19
25,Left-Back,Max Lowe,1997-05-11,21,England,Derby,Championship,18/19
2,Right-Back,Andre Wisdom,1993-05-09,25,England,Derby,Championship,18/19
37,Right-Back,Jayden Bogle,2000-07-27,18,England,Derby,Championship,18/19
44,Defensive Midfield,Tom Huddlestone,1986-12-28,32,England,Derby,Championship,18/19
34,Defensive Midfield,George Thorne,1993-01-04,25,England,Derby,Championship,18/19
17,Defensive Midfield,George Evans,1994-12-13,24,England,Derby,Championship,18/19
15,Central Midfield,Bradley Johnson,1987-04-28,31,England,Derby,Championship,18/19
36,Central Midfield,Joe Ledley,1987-01-23,31,Wales,Derby,Championship,18/19
18,Central Midfield,Jacob Butterfield,1990-06-10,28,England,Derby,Championship,18/19
4,Central Midfield,Craig Bryson,1986-11-06,32,Scotland,Derby,Championship,18/19
23,Right Midfield,Duane Holmes,1994-11-06,24,United States,Derby,Championship,18/19
30,Left Midfield,Ikechi Anya,1988-01-03,31,Scotland,Derby,Championship,18/19
8,Attacking Midfield,Mason Mount,1999-01-10,19,England,Derby,Championship,18/19
10,Left Winger,Tom Lawrence,1994-01-13,24,Wales,Derby,Championship,18/19
7,Right Winger,Harry Wilson,1997-03-22,21,Wales,Derby,Championship,18/19
11,Right Winger,Florian Jozefzoon,1991-02-09,27,Netherlands,Derby,Championship,18/19
20,Second Striker,Mason Bennett,1996-07-15,22,England,Derby,Championship,18/19
9,Centre-Forward,Martyn Waghorn,1990-01-23,28,England,Derby,Championship,18/19
14,Centre-Forward,Jack Marriott,1994-09-09,24,England,Derby,Championship,18/19
28,Centre-Forward,David Nugent,1985-05-02,33,England,Derby,Championship,18/19
1,Goalkeeper,Bailey Peacock-Farrell,1996-10-29,22,Northern Ireland,Leeds,Championship,18/19
13,Goalkeeper,Will Huffer,1998-10-30,20,England,Leeds,Championship,18/19
18,Centre-Back,Pontus Jansson,1991-02-13,27,Sweden,Leeds,Championship,18/19
6,Centre-Back,Liam Cooper,1991-08-03,27,Scotland,Leeds,Championship,18/19
28,Centre-Back,Gaetano Berardi,1988-08-21,30,Switzerland,Leeds,Championship,18/19
52,Centre-Back,Aapo Halme,1998-05-22,20,Finland,Leeds,Championship,18/19
3,Left-Back,Barry Douglas,1989-09-04,29,Scotland,Leeds,Championship,18/19
20,Left-Back,Tom Pearce,1998-04-12,20,England,Leeds,Championship,18/19
2,Right-Back,Luke Ayling,1991-08-25,27,England,Leeds,Championship,18/19
23,Defensive Midfield,Kalvin Phillips,1995-12-02,23,England,Leeds,Championship,18/19
35,Defensive Midfield,Conor Shaughnessy,1996-06-30,22,Ireland,Leeds,Championship,18/19
34,Central Midfield,Lewis Baker,1995-04-25,23,England,Leeds,Championship,18/19
4,Central Midfield,Adam Forshaw,1991-10-08,27,England,Leeds,Championship,18/19
43,Central Midfield,Mateusz Klich,1990-06-13,28,Poland,Leeds,Championship,18/19
46,Central Midfield,Jamie Shackleton,1999-10-08,19,England,Leeds,Championship,18/19
10,Left Midfield,Ezgjan Alioski,1992-02-12,26,Macedonia,Leeds,Championship,18/19
15,Left Midfield,Stuart Dallas,1991-04-19,27,Northern Ireland,Leeds,Championship,18/19
NA,Left Winger,Pawel Cibicki,1994-01-09,24,Sweden,Leeds,Championship,18/19
47,Left Winger,Jack Clarke,2000-11-23,18,England,Leeds,Championship,18/19
22,Right Winger,Jack Harrison,1996-11-20,22,England,Leeds,Championship,18/19
19,Right Winger,Pablo Hernández,1985-04-11,33,Spain,Leeds,Championship,18/19
37,Second Striker,Isaiah Brown,1997-01-07,21,England,Leeds,Championship,18/19
9,Centre-Forward,Patrick Bamford,1993-09-05,25,England,Leeds,Championship,18/19
7,Centre-Forward,Kemar Roofe,1993-01-06,25,England,Leeds,Championship,18/19
11,Centre-Forward,Tyler Roberts,1999-01-12,19,Wales,Leeds,Championship,18/19
1,Goalkeeper,Daniel Bentley,1993-07-13,25,England,Brentford,Championship,18/19
28,Goalkeeper,Luke Daniels,1988-01-05,30,England,Brentford,Championship,18/19
NA,Goalkeeper,Ellery Balcombe,1999-10-15,19,England,Brentford,Championship,18/19
6,Centre-Back,Chris Mepham,1997-11-05,21,Wales,Brentford,Championship,18/19
26,Centre-Back,Ezri Konsa,1997-10-23,21,England,Brentford,Championship,18/19
23,Centre-Back,Julian Jeanvier,1992-03-31,26,France,Brentford,Championship,18/19
29,Centre-Back,Yoann Barbet,1993-05-10,25,France,Brentford,Championship,18/19
34,Centre-Back,Mads Bech Sörensen,1999-01-07,19,Denmark,Brentford,Championship,18/19
3,Left-Back,Rico Henry,1997-07-08,21,England,Brentford,Championship,18/19
NA,Left-Back,Tom Field,1997-03-14,21,Ireland,Brentford,Championship,18/19
22,Right-Back,Henrik Dalsgaard,1989-07-27,29,Denmark,Brentford,Championship,18/19
2,Right-Back,Moses Odubajo,1993-07-28,25,England,Brentford,Championship,18/19
20,Right-Back,Josh Clarke,1994-07-05,24,England,Brentford,Championship,18/19
NA,Defensive Midfield,Ryan Woods,1993-12-13,25,England,Brentford,Championship,18/19
8,Defensive Midfield,Nico Yennaris,1993-05-24,25,England,Brentford,Championship,18/19
12,Defensive Midfield,Kamohelo Mokotjo,1991-03-11,27,South Africa,Brentford,Championship,18/19
14,Defensive Midfield,Joshua Da Silva,1998-10-23,20,England,Brentford,Championship,18/19
10,Central Midfield,Josh McEachran,1993-03-01,25,England,Brentford,Championship,18/19
4,Central Midfield,Lewis MacLeod,1994-06-16,24,Scotland,Brentford,Championship,18/19
18,Left Midfield,Alan Judge,1988-11-11,30,Ireland,Brentford,Championship,18/19
19,Attacking Midfield,Romaine Sawyers,1991-11-02,27,St. Kitts & Nevis,Brentford,Championship,18/19
11,Left Winger,Ollie Watkins,1995-12-30,23,England,Brentford,Championship,18/19
NA,Left Winger,Chiedozie Ogbene,1997-05-01,21,Ireland,Brentford,Championship,18/19
7,Right Winger,Sergi Canós,1997-02-02,21,Spain,Brentford,Championship,18/19
21,Right Winger,Saïd Benrahma,1995-08-10,23,Algeria,Brentford,Championship,18/19
9,Centre-Forward,Neal Maupay,1996-08-14,22,France,Brentford,Championship,18/19
17,Centre-Forward,Emiliano Marcondes,1995-03-09,23,Denmark,Brentford,Championship,18/19
33,Centre-Forward,Marcus Forss,1999-06-18,19,Finland,Brentford,Championship,18/19
1,Goalkeeper,Keiren Westwood,1984-10-23,34,Ireland,Sheff Wed,Championship,18/19
28,Goalkeeper,Joe Wildsmith,1995-12-28,23,England,Sheff Wed,Championship,18/19
25,Goalkeeper,Cameron Dawson,1995-07-07,23,England,Sheff Wed,Championship,18/19
15,Centre-Back,Tom Lees,1990-11-28,28,England,Sheff Wed,Championship,18/19
NA,Centre-Back,Michael Hector,1992-07-19,26,Jamaica,Sheff Wed,Championship,18/19
4,Centre-Back,Joost van Aken,1994-05-13,24,Netherlands,Sheff Wed,Championship,18/19
24,Centre-Back,Ash Baker,1996-10-30,22,Wales,Sheff Wed,Championship,18/19
26,Centre-Back,Connor O'Grady,1997-12-05,21,Ireland,Sheff Wed,Championship,18/19
35,Centre-Back,Frederik Fisker Nielsen,1998-02-07,20,Denmark,Sheff Wed,Championship,18/19
36,Left-Back,Daniel Pudil,1985-09-27,33,Czech Republic,Sheff Wed,Championship,18/19
6,Left-Back,Morgan Fox,1993-09-21,25,Wales,Sheff Wed,Championship,18/19
12,Left-Back,Jordan Thorniley,1996-11-24,22,England,Sheff Wed,Championship,18/19
42,Left-Back,Matt Penney,1998-02-11,20,England,Sheff Wed,Championship,18/19
2,Right-Back,Liam Palmer,1991-09-19,27,Scotland,Sheff Wed,Championship,18/19
31,Midfielder,Connor Kirby,1998-09-10,20,England,Sheff Wed,Championship,18/19
23,Defensive Midfield,Sam Hutchinson,1989-08-03,29,England,Sheff Wed,Championship,18/19
8,Defensive Midfield,Joey Pelupessy,1993-05-15,25,Netherlands,Sheff Wed,Championship,18/19
5,Defensive Midfield,Kieran Lee,1988-06-22,30,England,Sheff Wed,Championship,18/19
10,Central Midfield,Barry Bannan,1989-12-01,29,Scotland,Sheff Wed,Championship,18/19
22,Central Midfield,Almen Abdi,1986-10-21,32,Switzerland,Sheff Wed,Championship,18/19
3,Central Midfield,David Jones,1984-11-04,34,England,Sheff Wed,Championship,18/19
21,Right Midfield,George Boyd,1985-10-02,33,Scotland,Sheff Wed,Championship,18/19
20,Left Midfield,Adam Reach,1993-02-03,25,England,Sheff Wed,Championship,18/19
7,Attacking Midfield,Josh Onomah,1997-04-27,21,England,Sheff Wed,Championship,18/19
37,Forward,Fraser Preston,1998-10-01,20,Scotland,Sheff Wed,Championship,18/19
19,Right Winger,Marco Matias,1989-05-10,29,Portugal,Sheff Wed,Championship,18/19
45,Second Striker,Fernando Forestieri,1990-01-16,28,Italy,Sheff Wed,Championship,18/19
14,Centre-Forward,Gary Hooper,1988-01-26,30,England,Sheff Wed,Championship,18/19
9,Centre-Forward,Steven Fletcher,1987-03-26,31,Scotland,Sheff Wed,Championship,18/19
18,Centre-Forward,Lucas João,1993-09-04,25,Portugal,Sheff Wed,Championship,18/19
11,Centre-Forward,Sam Winnall,1991-01-19,27,England,Sheff Wed,Championship,18/19
17,Centre-Forward,Atdhe Nuhiu,1989-07-29,29,Kosovo,Sheff Wed,Championship,18/19
44,Centre-Forward,Jack Stobbs,1997-02-27,21,England,Sheff Wed,Championship,18/19
1,Goalkeeper,Vito Mannone,1988-03-02,30,Italy,Reading,Championship,18/19
31,Goalkeeper,Anssi Jaakkola,1987-03-13,31,Finland,Reading,Championship,18/19
28,Goalkeeper,Sam Walker,1991-10-02,27,England,Reading,Championship,18/19
NA,Goalkeeper,George Legg,1996-04-30,22,England,Reading,Championship,18/19
6,Centre-Back,Liam Moore,1993-01-31,25,England,Reading,Championship,18/19
20,Centre-Back,Tiago Ilori,1993-02-26,25,Portugal,Reading,Championship,18/19
5,Centre-Back,Paul McShane,1986-01-06,32,Ireland,Reading,Championship,18/19
4,Centre-Back,John O'Shea,1981-04-30,37,Ireland,Reading,Championship,18/19
11,Left-Back,Jordan Obita,1993-12-08,25,England,Reading,Championship,18/19
24,Left-Back,Tyler Blackett,1994-04-02,24,England,Reading,Championship,18/19
27,Left-Back,Omar Richards,1998-02-15,20,England,Reading,Championship,18/19
3,Right-Back,Andy Yiadom,1991-12-02,27,Ghana,Reading,Championship,18/19
2,Right-Back,Chris Gunter,1989-07-21,29,Wales,Reading,Championship,18/19
32,Defensive Midfield,Saeid Ezatolahi,1996-10-01,22,Iran,Reading,Championship,18/19
10,Central Midfield,John Swift,1995-06-23,23,England,Reading,Championship,18/19
7,Central Midfield,Leandro Bacuna,1991-08-21,27,Curacao,Reading,Championship,18/19
8,Central Midfield,David Meyler,1989-05-29,29,Ireland,Reading,Championship,18/19
16,Central Midfield,David Edwards,1986-02-03,32,Wales,Reading,Championship,18/19
35,Central Midfield,Andy Rinomhota,1997-04-21,21,England,Reading,Championship,18/19
38,Attacking Midfield,Liam Kelly,1995-11-22,23,Ireland,Reading,Championship,18/19
21,Left Winger,Yakou Méïté,1996-02-11,22,Cote d'Ivoire,Reading,Championship,18/19
15,Left Winger,Callum Harriott,1994-03-04,24,England,Reading,Championship,18/19
17,Right Winger,Modou Barrow,1992-10-13,26,The Gambia,Reading,Championship,18/19
12,Right Winger,Garath McCleary,1987-05-15,31,Jamaica,Reading,Championship,18/19
19,Right Winger,Josh Sims,1997-03-28,21,England,Reading,Championship,18/19
25,Right Winger,Adrian Popa,1988-07-24,30,Romania,Reading,Championship,18/19
14,Second Striker,Sone Aluko,1989-02-19,29,Nigeria,Reading,Championship,18/19
9,Centre-Forward,Sam Baldock,1989-03-15,29,England,Reading,Championship,18/19
23,Centre-Forward,Jón Dadi Bödvarsson,1992-05-25,26,Iceland,Reading,Championship,18/19
29,Centre-Forward,Marc McNulty,1992-09-14,26,Scotland,Reading,Championship,18/19
1,Goalkeeper,Tim Krul,1988-04-03,30,Netherlands,Norwich,Championship,18/19
33,Goalkeeper,Michael McGovern,1984-07-12,34,Northern Ireland,Norwich,Championship,18/19
15,Centre-Back,Timm Klose,1988-05-09,30,Switzerland,Norwich,Championship,18/19
31,Centre-Back,Grant Hanley,1991-11-20,27,Scotland,Norwich,Championship,18/19
6,Centre-Back,Christoph Zimmermann,1993-01-12,25,Germany,Norwich,Championship,18/19
NA,Left-Back,James Husband,1994-01-03,25,England,Norwich,Championship,18/19
12,Left-Back,Jamal Lewis,1998-01-25,20,Northern Ireland,Norwich,Championship,18/19
2,Right-Back,Ivo Pinto,1990-01-07,28,Portugal,Norwich,Championship,18/19
24,Right-Back,Felix Passlack,1998-05-29,20,Germany,Norwich,Championship,18/19
37,Right-Back,Max Aarons,2000-01-04,18,England,Norwich,Championship,18/19
27,Defensive Midfield,Alexander Tettey,1986-04-04,32,Norway,Norwich,Championship,18/19
4,Defensive Midfield,Ben Godfrey,1998-01-15,20,England,Norwich,Championship,18/19
19,Defensive Midfield,Tom Trybull,1993-03-09,25,Germany,Norwich,Championship,18/19
34,Defensive Midfield,Louis Thompson,1994-12-19,24,Wales,Norwich,Championship,18/19
8,Central Midfield,Mario Vrancic,1989-05-23,29,Bosnia-Herzegovina,Norwich,Championship,18/19
10,Central Midfield,Moritz Leitner,1992-12-08,26,Germany,Norwich,Championship,18/19
23,Central Midfield,Kenny McLean,1992-01-08,26,Scotland,Norwich,Championship,18/19
7,Right Midfield,Ben Marshall,1991-03-29,27,England,Norwich,Championship,18/19
36,Left Midfield,Todd Cantwell,1998-02-27,20,England,Norwich,Championship,18/19
17,Attacking Midfield,Emiliano Buendía,1996-12-25,22,Argentina,Norwich,Championship,18/19
18,Attacking Midfield,Marco Stiepermann,1991-02-09,27,Germany,Norwich,Championship,18/19
25,Right Winger,Onel Hernández,1993-02-01,25,Cuba,Norwich,Championship,18/19
9,Centre-Forward,Nélson Oliveira,1991-08-08,27,Portugal,Norwich,Championship,18/19
11,Centre-Forward,Jordan Rhodes,1990-02-05,28,Scotland,Norwich,Championship,18/19
22,Centre-Forward,Teemu Pukki,1990-03-29,28,Finland,Norwich,Championship,18/19
32,Centre-Forward,Dennis Srbeny,1994-05-05,24,Germany,Norwich,Championship,18/19
1,Goalkeeper,David Marshall,1985-03-05,33,Scotland,Hull City,Championship,18/19
12,Goalkeeper,George Long,1993-11-05,25,England,Hull City,Championship,18/19
3,Centre-Back,Ondrej Mazuch,1989-03-15,29,Czech Republic,Hull City,Championship,18/19
5,Centre-Back,Reece Burke,1996-09-02,22,England,Hull City,Championship,18/19
4,Centre-Back,Jordy de Wijs,1995-01-08,23,Netherlands,Hull City,Championship,18/19
15,Centre-Back,Angus MacDonald,1992-10-15,26,England,Hull City,Championship,18/19
27,Centre-Back,Robbie McKenzie,1998-09-25,20,England,Hull City,Championship,18/19
23,Left-Back,Stephen Kingsley,1994-07-23,24,Scotland,Hull City,Championship,18/19
2,Right-Back,Eric Lichaj,1988-11-17,30,United States,Hull City,Championship,18/19
17,Right-Back,Todd Kane,1993-09-17,25,England,Hull City,Championship,18/19
6,Defensive Midfield,Kevin Stewart,1993-09-07,25,England,Hull City,Championship,18/19
16,Defensive Midfield,Jackson Irvine,1993-03-07,25,Australia,Hull City,Championship,18/19
22,Central Midfield,Markus Henriksen,1992-07-25,26,Norway,Hull City,Championship,18/19
18,Central Midfield,Daniel Batty,1997-12-10,21,England,Hull City,Championship,18/19
24,Left Midfield,James Weir,1995-08-04,23,England,Hull City,Championship,18/19
10,Attacking Midfield,Jon Toral,1995-02-05,23,Spain,Hull City,Championship,18/19
7,Attacking Midfield,Evandro,1986-08-23,32,Brazil,Hull City,Championship,18/19
11,Left Winger,David Milinkovic,1994-05-20,24,France,Hull City,Championship,18/19
14,Right Winger,Kamil Grosicki,1988-06-08,30,Poland,Hull City,Championship,18/19
20,Right Winger,Jarrod Bowen,1996-12-20,22,England,Hull City,Championship,18/19
29,Centre-Forward,Chris Martin,1988-11-04,30,Scotland,Hull City,Championship,18/19
9,Centre-Forward,Nouha Dicko,1992-05-14,26,Mali,Hull City,Championship,18/19
25,Centre-Forward,Fraizer Campbell,1987-09-13,31,England,Hull City,Championship,18/19
19,Centre-Forward,Will Keane,1993-01-11,25,England,Hull City,Championship,18/19
1,Goalkeeper,Frank Fielding,1988-04-04,30,England,Bristol City,Championship,18/19
33,Goalkeeper,Niki Mäenpää,1985-01-23,33,Finland,Bristol City,Championship,18/19
24,Goalkeeper,Max O'Leary,1996-10-10,22,England,Bristol City,Championship,18/19
30,Goalkeeper,Joe Wollacott,1996-09-08,22,England,Bristol City,Championship,18/19
4,Centre-Back,Adam Webster,1995-01-04,23,England,Bristol City,Championship,18/19
6,Centre-Back,Nathan Baker,1991-04-23,27,England,Bristol City,Championship,18/19
22,Centre-Back,Tomas Kalas,1993-05-15,25,Czech Republic,Bristol City,Championship,18/19
5,Centre-Back,Bailey Wright,1992-07-28,26,Australia,Bristol City,Championship,18/19
17,Left-Back,Lloyd Kelly,1998-10-01,20,England,Bristol City,Championship,18/19
3,Left-Back,Jay Dasilva,1998-04-22,20,England,Bristol City,Championship,18/19
32,Right-Back,Jack Hunt,1990-12-06,28,England,Bristol City,Championship,18/19
2,Right-Back,Eros Pisano,1987-03-31,31,Italy,Bristol City,Championship,18/19
7,Defensive Midfield,Korey Smith,1991-01-31,27,England,Bristol City,Championship,18/19
21,Central Midfield,Marlon Pack,1991-03-25,27,England,Bristol City,Championship,18/19
8,Central Midfield,Josh Brownhill,1995-12-19,23,England,Bristol City,Championship,18/19
12,Central Midfield,Liam Walsh,1997-09-15,21,England,Bristol City,Championship,18/19
11,Left Midfield,Callum O'Dowda,1995-04-23,23,Ireland,Bristol City,Championship,18/19
19,Left Midfield,Niclas Eliasson,1995-12-07,23,Sweden,Bristol City,Championship,18/19
14,Right Winger,Andreas Weimann,1991-08-05,27,Austria,Bristol City,Championship,18/19
15,Right Winger,Marley Watkins,1990-10-17,28,Wales,Bristol City,Championship,18/19
16,Right Winger,Hakeeb Adelakun,1996-06-11,22,England,Bristol City,Championship,18/19
20,Second Striker,Jamie Paterson,1991-12-20,27,England,Bristol City,Championship,18/19
9,Centre-Forward,Famara Diédhiou,1992-12-15,26,Senegal,Bristol City,Championship,18/19
40,Centre-Forward,Mo Eisa,1994-07-12,24,Sudan,Bristol City,Championship,18/19
10,Centre-Forward,Matty Taylor,1991-04-15,27,England,Bristol City,Championship,18/19
1,Goalkeeper,Matt Ingram,1993-12-18,25,England,QPR,Championship,18/19
13,Goalkeeper,Joe Lumley,1995-02-15,23,England,QPR,Championship,18/19
NA,Goalkeeper,Seny Dieng,1994-11-23,24,Senegal,QPR,Championship,18/19
37,Centre-Back,Toni Leistner,1990-08-19,28,Germany,QPR,Championship,18/19
4,Centre-Back,Grant Hall,1991-10-29,27,England,QPR,Championship,18/19
33,Centre-Back,Joel Lynch,1987-10-03,31,Wales,QPR,Championship,18/19
3,Left-Back,Jake Bidwell,1993-03-21,25,England,QPR,Championship,18/19
28,Left-Back,Niko Hämäläinen,1997-03-05,21,Finland,QPR,Championship,18/19
15,Right-Back,Alex Baptiste,1986-01-31,32,England,QPR,Championship,18/19
